ITEM_SID,STYLE_SID,SET,ATTR,IsConfigurable,type,manage_stock,COST,SRP,PRICE,QTY,SHIP_WEIGHT,SHORT_DESCRIPTION,LONG_DESCRIPTION,PRODUCT_NAME,PRODUCT_MFG,SHOW_ITEM,Category,WebSku,DropShip,meta_title,meta_description,meta_keywords,image,small_image,thumbnail,media_gallery,image_label,small_image_label,thumbnail_label,tags,status,attribute:Color Tag:Color Tag:text:1:0,attribute:Scale Name:Scale Name:text:1:0,attribute:SKU:SKU:text:1:0,CustomOption1:field:1:1,CustomOption2:field:1:2,CustomOption3:field:0:3,CustomOption4:field:0:4,:drop_down:1:5,:drop_down:1:6,:drop_down:1:7,:drop_down:1:8,Band,Color,Cup,Special
1.77762358473269e+18,1.77762358337289e+18,,,0,simple,1,21.6,50.0,50.0,0.0,,,,Freya Fancies Chemise AA1018,Eveden,1,Sleepwear>Sleepwear;;Sleepwear>Gowns,AA1018,0,,,,,,,,,,,,1,BLACK/GREY,,194327,,,,,,,,,,,,
1.77762358479214e+18,1.77762358337289e+18,,,0,simple,1,21.6,50.0,50.0,1.0,,,,Freya Fancies Chemise AA1018,Eveden,1,Sleepwear>Sleepwear;;Sleepwear>Gowns,AA1018,0,,,,,,,,,,,,1,BLACK/GREY,,194328,,,,,,,,,,,,
1.77762358722934e+18,1.77762358337289e+18,,,0,simple,1,21.6,50.0,50.0,0.0,,,,Freya Fancies Chemise AA1018,Eveden,1,Sleepwear>Sleepwear;;Sleepwear>Gowns,AA1018,0,,,,,,,,,,,,1,BLACK/GREY,,194329,,,,,,,,,,,,
1.77762358337289e+18,1.77762358337289e+18,,,1,configurable,1,,,,,,,,Freya Fancies Chemise AA1018,Eveden,1,Sleepwear>Sleepwear;;Sleepwear>Gowns,AA1018,0,,,,,,,,,,,,1,BLACK/GREY,,194329,,,,,,,,,,,,
1.77762358322693e+18,1.77762358382907e+18,,,0,simple,1,17.1,38.0,38.0,2.0,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194315,,,,,,,,,,,,
1.77762358358658e+18,1.77762358382907e+18,,,0,simple,1,17.1,38.0,38.0,1.0,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194314,,,,,,,,,,,,
1.77762358370699e+18,1.77762358382907e+18,,,0,simple,1,17.1,38.0,38.0,1.0,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194317,,,,,,,,,,,,
1.77762358611062e+18,1.77762358382907e+18,,,0,simple,1,17.1,38.0,38.0,1.0,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194316,,,,,,,,,,,,
1.77762358382907e+18,1.77762358382907e+18,,,1,configurable,1,,,,,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194316,,,,,,,,,,,,
1.77762358739575e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:28|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159740,,,,,,,,,28,BLACK,F,
1.77762358844186e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:28|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159742,,,,,,,,,28,BLACK,G,
1.77762358883939e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:30|Color:BLACK,0,simple,1,30.6,70.0,70.0,3.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159743,,,,,,,,,30,BLACK,G,
1.77762358915253e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:28|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159738,,,,,,,,,28,BLACK,DD,
1.77762358932965e+18,1.77762358749943e+18,BandCupColor,Cup:D|Band:28|Color:BLACK,0,simple,1,30.6,70.0,70.0,0.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159737,,,,,,,,,28,BLACK,D,
1.77762359050346e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:28|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159739,,,,,,,,,28,BLACK,E,
1.77762359061956e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:28|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159741,,,,,,,,,28,BLACK,FF,
1.77762359172033e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:30|Color:BLACK|Special:True,0,simple,1,30.6,70.0,70.0,4.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159744,,,,,,,,,30,BLACK,FF,True
1.77762359182892e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:32|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159750,,,,,,,,,32,BLACK,DD,
1.77762359209117e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:32|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159751,,,,,,,,,32,BLACK,E,
1.77762359214492e+18,1.77762358749943e+18,BandCupColor,Cup:D|Band:32|Color:BLACK,0,simple,1,30.6,70.0,70.0,0.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159749,,,,,,,,,32,BLACK,D,
1.77762359254404e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:34|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159756,,,,,,,,,34,BLACK,G,
1.7776235929265e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:32|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159755,,,,,,,,,32,BLACK,G,
1.77762359305116e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:34|Color:BLACK,0,simple,1,30.6,70.0,70.0,4.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159757,,,,,,,,,34,BLACK,F,
1.77762359310868e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:32|Color:BLACK,0,simple,1,30.6,70.0,70.0,3.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159753,,,,,,,,,32,BLACK,FF,
1.77762359336845e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:34|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159754,,,,,,,,,34,BLACK,FF,
1.77762359344583e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:32|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159752,,,,,,,,,32,BLACK,F,
1.77762359414002e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:30|Color:BLACK,0,simple,1,30.6,70.0,70.0,1.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159747,,,,,,,,,30,BLACK,DD,
1.77762359506652e+18,1.77762358749943e+18,BandCupColor,Cup:D|Band:30|Color:BLACK,0,simple,1,30.6,70.0,70.0,1.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159748,,,,,,,,,30,BLACK,D,
1.77762359541864e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:30|Color:BLACK,0,simple,1,30.6,70.0,70.0,3.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159746,,,,,,,,,30,BLACK,E,
1.77762359543288e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:30|Color:BLACK,0,simple,1,30.6,70.0,70.0,4.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159745,,,,,,,,,30,BLACK,F,
1.77762359642383e+18,1.77762358749943e+18,BandCupColor,Cup:H|Band:32|Color:BLACK,0,simple,1,30.6,70.0,70.0,3.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159778,,,,,,,,,32,BLACK,H,
1.77762359650993e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:34|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159759,,,,,,,,,34,BLACK,DD,
1.77762359653475e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:34|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159758,,,,,,,,,34,BLACK,E,
1.7776235967036e+18,1.77762358749943e+18,BandCupColor,Cup:GG|Band:34|Color:BLACK,0,simple,1,30.6,70.0,70.0,3.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159780,,,,,,,,,34,BLACK,GG,
1.77762359682212e+18,1.77762358749943e+18,BandCupColor,Cup:D|Band:34|Color:BLACK,0,simple,1,30.6,70.0,70.0,0.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159760,,,,,,,,,34,BLACK,D,
1.77762359771785e+18,1.77762358749943e+18,BandCupColor,Cup:GG|Band:32|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159777,,,,,,,,,32,BLACK,GG,
1.77762359777728e+18,1.77762358749943e+18,BandCupColor,Cup:GG|Band:28|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159773,,,,,,,,,28,BLACK,GG,
1.7776235983746e+18,1.77762358749943e+18,BandCupColor,Cup:FF|Band:36|Color:BLACK,0,simple,1,30.6,70.0,70.0,3.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159765,,,,,,,,,36,BLACK,FF,
1.77762359854496e+18,1.77762358749943e+18,BandCupColor,Cup:DD|Band:38|Color:BLACK,0,simple,1,30.6,70.0,70.0,0.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159771,,,,,,,,,38,BLACK,DD,
1.77762359883964e+18,1.77762358749943e+18,BandCupColor,Cup:GG|Band:30|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159776,,,,,,,,,30,BLACK,GG,
1.77762359900046e+18,1.77762358749943e+18,BandCupColor,Cup:E|Band:36|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159763,,,,,,,,,36,BLACK,E,
1.77762359993405e+18,1.77762358749943e+18,BandCupColor,Cup:F|Band:36|Color:BLACK,0,simple,1,30.6,70.0,70.0,0.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159764,,,,,,,,,36,BLACK,F,
1.77762360006937e+18,1.77762358749943e+18,BandCupColor,Cup:H|Band:30|Color:BLACK,0,simple,1,30.6,70.0,70.0,1.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159775,,,,,,,,,30,BLACK,H,
1.77762360009677e+18,1.77762358749943e+18,BandCupColor,Cup:G|Band:36|Color:BLACK,0,simple,1,30.6,70.0,70.0,2.0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159766,,,,,,,,,36,BLACK,G,
1.77762358749943e+18,1.77762358749943e+18,BandCupColor,Cup:None|Band:None|Color:None,1,configurable,1,,,,,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159766,,,,,,,,,None,None,None,
1.77762360056549e+18,1.77762360049192e+18,BandCupColor,Cup:FF|Band:30|Color:COBALT,0,simple,1,30.6,70.0,70.0,1.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223705,,,,,,,,,30,COBALT,FF,
1.77762360072274e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:34|Color:COBALT,0,simple,1,30.6,70.0,70.0,1.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223717,,,,,,,,,34,COBALT,F,
1.77762360115399e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:30|Color:COBALT,0,simple,1,30.6,70.0,70.0,1.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223706,,,,,,,,,30,COBALT,F,
1.77762360125113e+18,1.77762360049192e+18,BandCupColor,Cup:FF|Band:34|Color:COBALT,0,simple,1,30.6,70.0,70.0,1.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223716,,,,,,,,,34,COBALT,FF,
1.77762360149177e+18,1.77762360049192e+18,BandCupColor,Cup:E|Band:34|Color:COBALT,0,simple,1,30.6,70.0,70.0,0.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223718,,,,,,,,,34,COBALT,E,
1.77762360153291e+18,1.77762360049192e+18,BandCupColor,Cup:DD|Band:32|Color:COBALT,0,simple,1,30.6,70.0,70.0,1.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223711,,,,,,,,,32,COBALT,DD,
1.77762360188262e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:32|Color:COBALT,0,simple,1,30.6,70.0,70.0,0.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223688,,,,,,,,,32,COBALT,F,
1.777623601955e+18,1.77762360049192e+18,BandCupColor,Cup:G|Band:32|Color:COBALT,0,simple,1,30.6,70.0,70.0,2.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223714,,,,,,,,,32,COBALT,G,
1.7776236021104e+18,1.77762360049192e+18,BandCupColor,Cup:G|Band:34|Color:COBALT,0,simple,1,30.6,70.0,70.0,2.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223715,,,,,,,,,34,COBALT,G,
1.77762360283385e+18,1.77762360049192e+18,BandCupColor,Cup:E|Band:28|Color:COBALT,0,simple,1,30.6,70.0,70.0,2.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223700,,,,,,,,,28,COBALT,E,
1.77762360333072e+18,1.77762360049192e+18,BandCupColor,Cup:FF|Band:32|Color:COBALT,0,simple,1,30.6,70.0,70.0,2.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223713,,,,,,,,,32,COBALT,FF,
1.77762360350069e+18,1.77762360049192e+18,BandCupColor,Cup:E|Band:32|Color:COBALT,0,simple,1,30.6,70.0,70.0,2.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223712,,,,,,,,,32,COBALT,E,
1.7776236040329e+18,1.77762360049192e+18,BandCupColor,Cup:F|Band:28|Color:COBALT,0,simple,1,30.6,70.0,70.0,2.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223701,,,,,,,,,28,COBALT,F,
1.77762360608725e+18,1.77762360049192e+18,BandCupColor,Cup:DD|Band:34|Color:COBALT,0,simple,1,30.6,70.0,70.0,2.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223719,,,,,,,,,34,COBALT,DD,
1.77762360643828e+18,1.77762360049192e+18,BandCupColor,Cup:E|Band:36|Color:COBALT,0,simple,1,30.6,70.0,70.0,1.0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223723,,,,,,,,,36,COBALT,E,
