ITEM_SID,STYLE_SID,SET,ATTR,IsConfigurable,type,manage_stock,COST,SRP,PRICE,QTY,SHIP_WEIGHT,SHORT_DESCRIPTION,LONG_DESCRIPTION,PRODUCT_NAME,PRODUCT_MFG,SHOW_ITEM,Category,WebSku,DropShip,meta_title,meta_description,meta_keywords,image,small_image,thumbnail,media_gallery,image_label,small_image_label,thumbnail_label,tags,status,attribute:Color Tag:Color Tag:text:1:0,attribute:Scale Name:Scale Name:text:1:0,attribute:SKU:SKU:text:1:0,CustomOption1:field:1:1,CustomOption2:field:1:2,CustomOption3:field:0:3,CustomOption4:field:0:4,:drop_down:1:5,:drop_down:1:6,:drop_down:1:7,:drop_down:1:8
1.77762358473269E+018,1.77762358337289E+018,,,0,simple,1,21.6,50,50,0,,,,Freya Fancies Chemise AA1018,Eveden,1,Sleepwear>Sleepwear;;Sleepwear>Gowns,AA1018,0,,,,,,,,,,,,1,BLACK/GREY,,194327,,,,,,,,
1.77762358479214E+018,1.77762358337289E+018,,,0,simple,1,21.6,50,50,1,,,,Freya Fancies Chemise AA1018,Eveden,1,Sleepwear>Sleepwear;;Sleepwear>Gowns,AA1018,0,,,,,,,,,,,,1,BLACK/GREY,,194328,,,,,,,,
1.77762358722934E+018,1.77762358337289E+018,,,0,simple,1,21.6,50,50,0,,,,Freya Fancies Chemise AA1018,Eveden,1,Sleepwear>Sleepwear;;Sleepwear>Gowns,AA1018,0,,,,,,,,,,,,1,BLACK/GREY,,194329,,,,,,,,
1.77762358337289E+018,1.77762358337289E+018,,,1,configurable,1,,,,,,,,Freya Fancies Chemise AA1018,Eveden,1,Sleepwear>Sleepwear;;Sleepwear>Gowns,AA1018,0,,,,,,,,,,,,1,BLACK/GREY,,194329,,,,,,,,
1.77762358322693E+018,1.77762358382907E+018,,,0,simple,1,17.1,38,38,2,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194315,,,,,,,,
1.77762358358658E+018,1.77762358382907E+018,,,0,simple,1,17.1,38,38,1,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194314,,,,,,,,
1.77762358370699E+018,1.77762358382907E+018,,,0,simple,1,17.1,38,38,1,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194317,,,,,,,,
1.77762358611062E+018,1.77762358382907E+018,,,0,simple,1,17.1,38,38,1,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194316,,,,,,,,
1.77762358382907E+018,1.77762358382907E+018,,,1,configurable,1,,,,,,,,Freya Fancies Bralette AA1010,Eveden,1,Bras>Bralettes;;Bras>Comfort Bra;;Bras>Sleep Bras,AA1010,0,,,,,,,,,,,,1,BLACK/GREY,,194316,,,,,,,,
1.77762358739575E+018,1.77762358749943E+018,BandCupColor,Cup:F|Band:28|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159740,,,,,,,,
1.77762358844186E+018,1.77762358749943E+018,BandCupColor,Cup:G|Band:28|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159742,,,,,,,,
1.77762358883939E+018,1.77762358749943E+018,BandCupColor,Cup:G|Band:30|Color:BLACK,0,simple,1,30.6,70,70,3,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159743,,,,,,,,
1.77762358915253E+018,1.77762358749943E+018,BandCupColor,Cup:DD|Band:28|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159738,,,,,,,,
1.77762358932965E+018,1.77762358749943E+018,BandCupColor,Cup:D|Band:28|Color:BLACK,0,simple,1,30.6,70,70,0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159737,,,,,,,,
1.77762359050346E+018,1.77762358749943E+018,BandCupColor,Cup:E|Band:28|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159739,,,,,,,,
1.77762359061956E+018,1.77762358749943E+018,BandCupColor,Cup:FF|Band:28|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159741,,,,,,,,
1.77762359172033E+018,1.77762358749943E+018,BandCupColor,Cup:FF|Band:30|Color:BLACK|Special:True,0,simple,1,30.6,70,70,4,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159744,,,,,,,,
1.77762359182892E+018,1.77762358749943E+018,BandCupColor,Cup:DD|Band:32|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159750,,,,,,,,
1.77762359209117E+018,1.77762358749943E+018,BandCupColor,Cup:E|Band:32|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159751,,,,,,,,
1.77762359214492E+018,1.77762358749943E+018,BandCupColor,Cup:D|Band:32|Color:BLACK,0,simple,1,30.6,70,70,0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159749,,,,,,,,
1.77762359254404E+018,1.77762358749943E+018,BandCupColor,Cup:G|Band:34|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159756,,,,,,,,
1.7776235929265E+018,1.77762358749943E+018,BandCupColor,Cup:G|Band:32|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159755,,,,,,,,
1.77762359305116E+018,1.77762358749943E+018,BandCupColor,Cup:F|Band:34|Color:BLACK,0,simple,1,30.6,70,70,4,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159757,,,,,,,,
1.77762359310868E+018,1.77762358749943E+018,BandCupColor,Cup:FF|Band:32|Color:BLACK,0,simple,1,30.6,70,70,3,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159753,,,,,,,,
1.77762359336845E+018,1.77762358749943E+018,BandCupColor,Cup:FF|Band:34|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159754,,,,,,,,
1.77762359344583E+018,1.77762358749943E+018,BandCupColor,Cup:F|Band:32|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159752,,,,,,,,
1.77762359414002E+018,1.77762358749943E+018,BandCupColor,Cup:DD|Band:30|Color:BLACK,0,simple,1,30.6,70,70,1,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159747,,,,,,,,
1.77762359506652E+018,1.77762358749943E+018,BandCupColor,Cup:D|Band:30|Color:BLACK,0,simple,1,30.6,70,70,1,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159748,,,,,,,,
1.77762359541864E+018,1.77762358749943E+018,BandCupColor,Cup:E|Band:30|Color:BLACK,0,simple,1,30.6,70,70,3,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159746,,,,,,,,
1.77762359543288E+018,1.77762358749943E+018,BandCupColor,Cup:F|Band:30|Color:BLACK,0,simple,1,30.6,70,70,4,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159745,,,,,,,,
1.77762359642383E+018,1.77762358749943E+018,BandCupColor,Cup:H|Band:32|Color:BLACK,0,simple,1,30.6,70,70,3,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159778,,,,,,,,
1.77762359650993E+018,1.77762358749943E+018,BandCupColor,Cup:DD|Band:34|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159759,,,,,,,,
1.77762359653475E+018,1.77762358749943E+018,BandCupColor,Cup:E|Band:34|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159758,,,,,,,,
1.7776235967036E+018,1.77762358749943E+018,BandCupColor,Cup:GG|Band:34|Color:BLACK,0,simple,1,30.6,70,70,3,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159780,,,,,,,,
1.77762359682212E+018,1.77762358749943E+018,BandCupColor,Cup:D|Band:34|Color:BLACK,0,simple,1,30.6,70,70,0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159760,,,,,,,,
1.77762359771785E+018,1.77762358749943E+018,BandCupColor,Cup:GG|Band:32|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159777,,,,,,,,
1.77762359777728E+018,1.77762358749943E+018,BandCupColor,Cup:GG|Band:28|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159773,,,,,,,,
1.7776235983746E+018,1.77762358749943E+018,BandCupColor,Cup:FF|Band:36|Color:BLACK,0,simple,1,30.6,70,70,3,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159765,,,,,,,,
1.77762359854496E+018,1.77762358749943E+018,BandCupColor,Cup:DD|Band:38|Color:BLACK,0,simple,1,30.6,70,70,0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159771,,,,,,,,
1.77762359883964E+018,1.77762358749943E+018,BandCupColor,Cup:GG|Band:30|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159776,,,,,,,,
1.77762359900046E+018,1.77762358749943E+018,BandCupColor,Cup:E|Band:36|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159763,,,,,,,,
1.77762359993405E+018,1.77762358749943E+018,BandCupColor,Cup:F|Band:36|Color:BLACK,0,simple,1,30.6,70,70,0,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159764,,,,,,,,
1.77762360006937E+018,1.77762358749943E+018,BandCupColor,Cup:H|Band:30|Color:BLACK,0,simple,1,30.6,70,70,1,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159775,,,,,,,,
1.77762360009677E+018,1.77762358749943E+018,BandCupColor,Cup:G|Band:36|Color:BLACK,0,simple,1,30.6,70,70,2,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159766,,,,,,,,
1.77762358749943E+018,1.77762358749943E+018,BandCupColor,Cup:None|Band:None|Color:None,1,configurable,1,,,,,,,,Freya Idol Contour Balconnet AA1050,Eveden,1,Bras>Contour;;Bras>T-Shirt,AA1050,0,,,,,,,,,,,,1,BEIGE;;BLACK/GREY,,159766,,,,,,,,
1.77762360056549E+018,1.77762360049192E+018,BandCupColor,Cup:FF|Band:30|Color:COBALT,0,simple,1,30.6,70,70,1,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223705,,,,,,,,
1.77762360072274E+018,1.77762360049192E+018,BandCupColor,Cup:F|Band:34|Color:COBALT,0,simple,1,30.6,70,70,1,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223717,,,,,,,,
1.77762360115399E+018,1.77762360049192E+018,BandCupColor,Cup:F|Band:30|Color:COBALT,0,simple,1,30.6,70,70,1,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223706,,,,,,,,
1.77762360125113E+018,1.77762360049192E+018,BandCupColor,Cup:FF|Band:34|Color:COBALT,0,simple,1,30.6,70,70,1,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223716,,,,,,,,
1.77762360149177E+018,1.77762360049192E+018,BandCupColor,Cup:E|Band:34|Color:COBALT,0,simple,1,30.6,70,70,0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223718,,,,,,,,
1.77762360153291E+018,1.77762360049192E+018,BandCupColor,Cup:DD|Band:32|Color:COBALT,0,simple,1,30.6,70,70,1,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223711,,,,,,,,
1.77762360188262E+018,1.77762360049192E+018,BandCupColor,Cup:F|Band:32|Color:COBALT,0,simple,1,30.6,70,70,0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223688,,,,,,,,
1.777623601955E+018,1.77762360049192E+018,BandCupColor,Cup:G|Band:32|Color:COBALT,0,simple,1,30.6,70,70,2,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223714,,,,,,,,
1.7776236021104E+018,1.77762360049192E+018,BandCupColor,Cup:G|Band:34|Color:COBALT,0,simple,1,30.6,70,70,2,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223715,,,,,,,,
1.77762360283385E+018,1.77762360049192E+018,BandCupColor,Cup:E|Band:28|Color:COBALT,0,simple,1,30.6,70,70,2,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223700,,,,,,,,
1.77762360333072E+018,1.77762360049192E+018,BandCupColor,Cup:FF|Band:32|Color:COBALT,0,simple,1,30.6,70,70,2,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223713,,,,,,,,
1.77762360350069E+018,1.77762360049192E+018,BandCupColor,Cup:E|Band:32|Color:COBALT,0,simple,1,30.6,70,70,2,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223712,,,,,,,,
1.7776236040329E+018,1.77762360049192E+018,BandCupColor,Cup:F|Band:28|Color:COBALT,0,simple,1,30.6,70,70,2,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223701,,,,,,,,
1.77762360608725E+018,1.77762360049192E+018,BandCupColor,Cup:DD|Band:34|Color:COBALT,0,simple,1,30.6,70,70,2,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223719,,,,,,,,
1.77762360643828E+018,1.77762360049192E+018,BandCupColor,Cup:E|Band:36|Color:COBALT,0,simple,1,30.6,70,70,1,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223723,,,,,,,,
1.77762360701153E+018,1.77762360049192E+018,BandCupColor,Cup:FF|Band:36|Color:COBALT,0,simple,1,30.6,70,70,0,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223725,,,,,,,,
1.77762360743587E+018,1.77762360049192E+018,BandCupColor,Cup:F|Band:36|Color:COBALT,0,simple,1,30.6,70,70,1,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223724,,,,,,,,
1.77762360836624E+018,1.77762360049192E+018,BandCupColor,Cup:GG|Band:32|Color:COBALT,0,simple,1,30.6,70,70,1,,<p>AA1050</p>&#013;&#010;,"<p>Introducing Idol, the latest must have bra style for your lingerie drawer. The molded balcony bra offers a fabulously rounded shape.</p>&#013;&#013;&#010;<ul>&#013;&#010;'<li>Features a sweetheart neckline</li>&#013;&#010;'<li>Soft handle cup and sophisticated pin stripe design for the perfect everyday bra</li>&#013;&#010;'<li>Great plunge style for lower cut shirts</li>&#013;&#010;</ul>&#013;&#010;",Freya Idol AA1050,Freya,1,Bras>Contour;;Bras>Convertible,AA1050,0,AA1050,,,,,,,,,,,1,BLUE,,223741,,,,,,,,
